sample_id	round	cage	mouse	day	treatment	diet	mouse_id	new_samp_id	analysis_type	true_false	paper_id
LNM	1	X	44	10	salmonella	chow	1_X_44	1_X_44_10	metag_db	0	NA
LNM	1	X	44	10	salmonella	chow	1_X_44	1_X_44_10	metat	0	NA
LNM	1	X	44	10	salmonella	chow	1_X_44	1_X_44_10	metab	0	NA
NVU	1	X	44	11	salmonella	chow	1_X_44	1_X_44_11	16s	1	NA
NVU	1	X	44	11	salmonella	chow	1_X_44	1_X_44_11	metag_mapping	0	NA
NVU	1	X	44	11	salmonella	chow	1_X_44	1_X_44_11	metag_db	0	NA
NVU	1	X	44	11	salmonella	chow	1_X_44	1_X_44_11	metat	0	NA
NVU	1	X	44	11	salmonella	chow	1_X_44	1_X_44_11	metab	0	NA
QDC	1	X	44	12	salmonella	chow	1_X_44	1_X_44_12	16s	1	NA
QDC	1	X	44	12	salmonella	chow	1_X_44	1_X_44_12	metag_mapping	0	NA
QDC	1	X	44	12	salmonella	chow	1_X_44	1_X_44_12	metag_db	0	NA
QDC	1	X	44	12	salmonella	chow	1_X_44	1_X_44_12	metat	0	NA
QDC	1	X	44	12	salmonella	chow	1_X_44	1_X_44_12	metab	0	NA
JW	1	X	46	-2	salmonella	chow	1_X_46	1_X_46_-2	16s	1	NA
JW	1	X	46	-2	salmonella	chow	1_X_46	1_X_46_-2	metag_mapping	0	NA
JW	1	X	46	-2	salmonella	chow	1_X_46	1_X_46_-2	metag_db	0	NA
JW	1	X	46	-2	salmonella	chow	1_X_46	1_X_46_-2	metat	0	NA
JW	1	X	46	-2	salmonella	chow	1_X_46	1_X_46_-2	metab	0	NA
ME	1	X	46	-1	salmonella	chow	1_X_46	1_X_46_-1	16s	1	NA
ME	1	X	46	-1	salmonella	chow	1_X_46	1_X_46_-1	metag_mapping	0	NA
ME	1	X	46	-1	salmonella	chow	1_X_46	1_X_46_-1	metag_db	0	NA
ME	1	X	46	-1	salmonella	chow	1_X_46	1_X_46_-1	metat	0	NA
ME	1	X	46	-1	salmonella	chow	1_X_46	1_X_46_-1	metab	0	NA
NXW	1	X	46	11	salmonella	chow	1_X_46	1_X_46_11	16s	1	NA
NXW	1	X	46	11	salmonella	chow	1_X_46	1_X_46_11	metag_mapping	0	NA
NXW	1	X	46	11	salmonella	chow	1_X_46	1_X_46_11	metag_db	0	NA
NXW	1	X	46	11	salmonella	chow	1_X_46	1_X_46_11	metat	0	NA
NXW	1	X	46	11	salmonella	chow	1_X_46	1_X_46_11	metab	0	NA
QFE	1	X	46	12	salmonella	chow	1_X_46	1_X_46_12	16s	1	NA
QFE	1	X	46	12	salmonella	chow	1_X_46	1_X_46_12	metag_mapping	0	NA
QFE	1	X	46	12	salmonella	chow	1_X_46	1_X_46_12	metag_db	0	NA
QFE	1	X	46	12	salmonella	chow	1_X_46	1_X_46_12	metat	0	NA
QFE	1	X	46	12	salmonella	chow	1_X_46	1_X_46_12	metab	0	NA
LDA_2	2	X	10	-2	salmonella	chow	2_X_10	2_X_10_-2	16s	1	NA
LDA_2	2	X	10	-2	salmonella	chow	2_X_10	2_X_10_-2	metag_mapping	0	NA
LDA_2	2	X	10	-2	salmonella	chow	2_X_10	2_X_10_-2	metag_db	0	NA
LDA_2	2	X	10	-2	salmonella	chow	2_X_10	2_X_10_-2	metat	0	NA
LDA_2	2	X	10	-2	salmonella	chow	2_X_10	2_X_10_-2	metab	0	NA
ZEA_2	2	X	10	-1	salmonella	chow	2_X_10	2_X_10_-1	16s	1	NA
ZEA_2	2	X	10	-1	salmonella	chow	2_X_10	2_X_10_-1	metag_mapping	0	NA
ZEA_2	2	X	10	-1	salmonella	chow	2_X_10	2_X_10_-1	metag_db	0	NA
ZEA_2	2	X	10	-1	salmonella	chow	2_X_10	2_X_10_-1	metat	0	NA
ZEA_2	2	X	10	-1	salmonella	chow	2_X_10	2_X_10_-1	metab	0	NA
XVA_2	2	X	10	10	salmonella	chow	2_X_10	2_X_10_10	16s	1	NA
XVA_2	2	X	10	10	salmonella	chow	2_X_10	2_X_10_10	metag_mapping	0	NA
XVA_2	2	X	10	10	salmonella	chow	2_X_10	2_X_10_10	metag_db	0	NA
XVA_2	2	X	10	10	salmonella	chow	2_X_10	2_X_10_10	metat	0	NA
XVA_2	2	X	10	10	salmonella	chow	2_X_10	2_X_10_10	metab	0	NA
LXA_2	2	X	10	11	salmonella	chow	2_X_10	2_X_10_11	16s	1	NA
LXA_2	2	X	10	11	salmonella	chow	2_X_10	2_X_10_11	metag_mapping	0	NA
LXA_2	2	X	10	11	salmonella	chow	2_X_10	2_X_10_11	metag_db	0	NA
LXA_2	2	X	10	11	salmonella	chow	2_X_10	2_X_10_11	metat	0	NA
LXA_2	2	X	10	11	salmonella	chow	2_X_10	2_X_10_11	metab	0	NA
4_3_1_-1_M	4	3	1	-1	salmonella	chow	4_3_1	4_3_1_-1	16s	1	NA
4_3_1_-1_M	4	3	1	-1	salmonella	chow	4_3_1	4_3_1_-1	metag_mapping	0	NA
4_3_1_-1_M	4	3	1	-1	salmonella	chow	4_3_1	4_3_1_-1	metag_db	0	NA
4_3_1_-1_M	4	3	1	-1	salmonella	chow	4_3_1	4_3_1_-1	metat	0	NA
4_3_1_-1_M	4	3	1	-1	salmonella	chow	4_3_1	4_3_1_-1	metab	0	NA
4_3_1_-2_M	4	3	1	-2	salmonella	chow	4_3_1	4_3_1_-2	16s	1	NA
4_3_1_-2_M	4	3	1	-2	salmonella	chow	4_3_1	4_3_1_-2	metag_mapping	0	NA
4_3_1_-2_M	4	3	1	-2	salmonella	chow	4_3_1	4_3_1_-2	metag_db	0	NA
4_3_1_-2_M	4	3	1	-2	salmonella	chow	4_3_1	4_3_1_-2	metat	0	NA
4_3_1_-2_M	4	3	1	-2	salmonella	chow	4_3_1	4_3_1_-2	metab	0	NA
4_3_1_10_M	4	3	1	10	salmonella	chow	4_3_1	4_3_1_10	16s	1	NA
4_3_1_10_M	4	3	1	10	salmonella	chow	4_3_1	4_3_1_10	metag_mapping	0	NA
4_3_1_10_M	4	3	1	10	salmonella	chow	4_3_1	4_3_1_10	metag_db	0	NA
4_3_1_10_M	4	3	1	10	salmonella	chow	4_3_1	4_3_1_10	metat	0	NA
4_3_1_10_M	4	3	1	10	salmonella	chow	4_3_1	4_3_1_10	metab	0	NA
4_3_1_11_M	4	3	1	11	salmonella	chow	4_3_1	4_3_1_11	16s	1	NA
4_3_1_11_M	4	3	1	11	salmonella	chow	4_3_1	4_3_1_11	metag_mapping	0	NA
4_3_1_11_M	4	3	1	11	salmonella	chow	4_3_1	4_3_1_11	metag_db	0	NA
4_3_1_11_M	4	3	1	11	salmonella	chow	4_3_1	4_3_1_11	metat	0	NA
4_3_1_11_M	4	3	1	11	salmonella	chow	4_3_1	4_3_1_11	metab	0	NA
4_3_1_12_M	4	3	1	12	salmonella	chow	4_3_1	4_3_1_12	16s	1	NA
4_3_1_12_M	4	3	1	12	salmonella	chow	4_3_1	4_3_1_12	metag_mapping	0	NA
4_3_1_12_M	4	3	1	12	salmonella	chow	4_3_1	4_3_1_12	metag_db	0	NA
4_3_1_12_M	4	3	1	12	salmonella	chow	4_3_1	4_3_1_12	metat	0	NA
4_3_1_12_M	4	3	1	12	salmonella	chow	4_3_1	4_3_1_12	metab	0	NA
5_3_3_-2	5	3	3	-2	salmonella	chow	5_3_3	5_3_3_-2	16s	1	NA
5_3_3_-2	5	3	3	-2	salmonella	chow	5_3_3	5_3_3_-2	metag_mapping	0	NA
5_3_3_-2	5	3	3	-2	salmonella	chow	5_3_3	5_3_3_-2	metag_db	0	NA
5_3_3_-2	5	3	3	-2	salmonella	chow	5_3_3	5_3_3_-2	metat	0	NA
5_3_3_-2	5	3	3	-2	salmonella	chow	5_3_3	5_3_3_-2	metab	0	NA
5_3_4_-2	5	3	4	-2	salmonella	chow	5_3_4	5_3_4_-2	16s	1	NA
5_3_4_-2	5	3	4	-2	salmonella	chow	5_3_4	5_3_4_-2	metag_mapping	0	NA
5_3_4_-2	5	3	4	-2	salmonella	chow	5_3_4	5_3_4_-2	metag_db	0	NA
5_3_4_-2	5	3	4	-2	salmonella	chow	5_3_4	5_3_4_-2	metat	0	NA
5_3_4_-2	5	3	4	-2	salmonella	chow	5_3_4	5_3_4_-2	metab	0	NA
5_5_4_-2	5	5	4	-2	salmonella	chow	5_5_4	5_5_4_-2	16s	1	NA
5_5_4_-2	5	5	4	-2	salmonella	chow	5_5_4	5_5_4_-2	metag_mapping	0	NA
5_5_4_-2	5	5	4	-2	salmonella	chow	5_5_4	5_5_4_-2	metag_db	0	NA
5_5_4_-2	5	5	4	-2	salmonella	chow	5_5_4	5_5_4_-2	metat	0	NA
5_5_4_-2	5	5	4	-2	salmonella	chow	5_5_4	5_5_4_-2	metab	0	NA
5_5_5_-2	5	5	5	-2	salmonella	chow	5_5_5	5_5_5_-2	16s	1	NA
5_5_5_-2	5	5	5	-2	salmonella	chow	5_5_5	5_5_5_-2	metag_mapping	0	NA
5_5_5_-2	5	5	5	-2	salmonella	chow	5_5_5	5_5_5_-2	metag_db	0	NA
5_5_5_-2	5	5	5	-2	salmonella	chow	5_5_5	5_5_5_-2	metat	0	NA
5_5_5_-2	5	5	5	-2	salmonella	chow	5_5_5	5_5_5_-2	metab	0	NA
5_7_5_-2	5	7	5	-2	salmonella	chow	5_7_5	5_7_5_-2	16s	1	NA
5_7_5_-2	5	7	5	-2	salmonella	chow	5_7_5	5_7_5_-2	metag_mapping	0	NA
5_7_5_-2	5	7	5	-2	salmonella	chow	5_7_5	5_7_5_-2	metag_db	0	NA
5_7_5_-2	5	7	5	-2	salmonella	chow	5_7_5	5_7_5_-2	metat	0	NA
5_7_5_-2	5	7	5	-2	salmonella	chow	5_7_5	5_7_5_-2	metab	0	NA
5_8_2_-2	5	8	2	-2	salmonella	chow	5_8_2	5_8_2_-2	16s	1	NA
5_8_2_-2	5	8	2	-2	salmonella	chow	5_8_2	5_8_2_-2	metag_mapping	0	NA
5_8_2_-2	5	8	2	-2	salmonella	chow	5_8_2	5_8_2_-2	metag_db	0	NA
5_8_2_-2	5	8	2	-2	salmonella	chow	5_8_2	5_8_2_-2	metat	0	NA
5_8_2_-2	5	8	2	-2	salmonella	chow	5_8_2	5_8_2_-2	metab	0	NA
5_11_1_-2	5	11	1	-2	salmonella	HFD	5_11_1	5_11_1_-2	16s	1	NA
5_11_1_-2	5	11	1	-2	salmonella	HFD	5_11_1	5_11_1_-2	metag_mapping	0	NA
5_11_1_-2	5	11	1	-2	salmonella	HFD	5_11_1	5_11_1_-2	metag_db	0	NA
5_11_1_-2	5	11	1	-2	salmonella	HFD	5_11_1	5_11_1_-2	metat	0	NA
5_11_1_-2	5	11	1	-2	salmonella	HFD	5_11_1	5_11_1_-2	metab	0	NA
5_11_2_-2	5	11	2	-2	salmonella	HFD	5_11_2	5_11_2_-2	16s	1	NA
5_11_2_-2	5	11	2	-2	salmonella	HFD	5_11_2	5_11_2_-2	metag_mapping	0	NA
5_11_2_-2	5	11	2	-2	salmonella	HFD	5_11_2	5_11_2_-2	metag_db	0	NA
5_11_2_-2	5	11	2	-2	salmonella	HFD	5_11_2	5_11_2_-2	metat	0	NA
5_11_2_-2	5	11	2	-2	salmonella	HFD	5_11_2	5_11_2_-2	metab	0	NA
5_11_3_-2	5	11	3	-2	salmonella	HFD	5_11_3	5_11_3_-2	16s	1	NA
5_11_3_-2	5	11	3	-2	salmonella	HFD	5_11_3	5_11_3_-2	metag_mapping	0	NA
5_11_3_-2	5	11	3	-2	salmonella	HFD	5_11_3	5_11_3_-2	metag_db	0	NA
5_11_3_-2	5	11	3	-2	salmonella	HFD	5_11_3	5_11_3_-2	metat	0	NA
5_11_3_-2	5	11	3	-2	salmonella	HFD	5_11_3	5_11_3_-2	metab	0	NA
5_11_4_-2	5	11	4	-2	salmonella	HFD	5_11_4	5_11_4_-2	16s	1	NA
5_11_4_-2	5	11	4	-2	salmonella	HFD	5_11_4	5_11_4_-2	metag_mapping	0	NA
5_11_4_-2	5	11	4	-2	salmonella	HFD	5_11_4	5_11_4_-2	metag_db	0	NA
5_11_4_-2	5	11	4	-2	salmonella	HFD	5_11_4	5_11_4_-2	metat	0	NA
5_11_4_-2	5	11	4	-2	salmonella	HFD	5_11_4	5_11_4_-2	metab	0	NA
5_11_5_-2	5	11	5	-2	salmonella	HFD	5_11_5	5_11_5_-2	16s	1	NA
5_11_5_-2	5	11	5	-2	salmonella	HFD	5_11_5	5_11_5_-2	metag_mapping	0	NA
5_11_5_-2	5	11	5	-2	salmonella	HFD	5_11_5	5_11_5_-2	metag_db	0	NA
5_11_5_-2	5	11	5	-2	salmonella	HFD	5_11_5	5_11_5_-2	metat	0	NA
5_11_5_-2	5	11	5	-2	salmonella	HFD	5_11_5	5_11_5_-2	metab	0	NA
5_12_1_-2	5	12	1	-2	salmonella	HFD	5_12_1	5_12_1_-2	16s	1	NA
5_12_1_-2	5	12	1	-2	salmonella	HFD	5_12_1	5_12_1_-2	metag_mapping	0	NA
5_12_1_-2	5	12	1	-2	salmonella	HFD	5_12_1	5_12_1_-2	metag_db	0	NA
5_12_1_-2	5	12	1	-2	salmonella	HFD	5_12_1	5_12_1_-2	metat	0	NA
5_12_1_-2	5	12	1	-2	salmonella	HFD	5_12_1	5_12_1_-2	metab	0	NA
5_12_2_-2	5	12	2	-2	salmonella	HFD	5_12_2	5_12_2_-2	16s	1	NA
5_12_2_-2	5	12	2	-2	salmonella	HFD	5_12_2	5_12_2_-2	metag_mapping	0	NA
5_12_2_-2	5	12	2	-2	salmonella	HFD	5_12_2	5_12_2_-2	metag_db	0	NA
5_12_2_-2	5	12	2	-2	salmonella	HFD	5_12_2	5_12_2_-2	metat	0	NA
5_12_2_-2	5	12	2	-2	salmonella	HFD	5_12_2	5_12_2_-2	metab	0	NA
5_12_3_-2	5	12	3	-2	salmonella	HFD	5_12_3	5_12_3_-2	16s	1	NA
5_12_3_-2	5	12	3	-2	salmonella	HFD	5_12_3	5_12_3_-2	metag_mapping	0	NA
5_12_3_-2	5	12	3	-2	salmonella	HFD	5_12_3	5_12_3_-2	metag_db	0	NA
5_12_3_-2	5	12	3	-2	salmonella	HFD	5_12_3	5_12_3_-2	metat	0	NA
5_12_3_-2	5	12	3	-2	salmonella	HFD	5_12_3	5_12_3_-2	metab	0	NA
5_12_4_-2	5	12	4	-2	salmonella	HFD	5_12_4	5_12_4_-2	16s	1	NA
5_12_4_-2	5	12	4	-2	salmonella	HFD	5_12_4	5_12_4_-2	metag_mapping	0	NA
5_12_4_-2	5	12	4	-2	salmonella	HFD	5_12_4	5_12_4_-2	metag_db	0	NA
5_12_4_-2	5	12	4	-2	salmonella	HFD	5_12_4	5_12_4_-2	metat	0	NA
5_12_4_-2	5	12	4	-2	salmonella	HFD	5_12_4	5_12_4_-2	metab	0	NA
5_12_5_-2	5	12	5	-2	salmonella	HFD	5_12_5	5_12_5_-2	16s	1	NA
5_12_5_-2	5	12	5	-2	salmonella	HFD	5_12_5	5_12_5_-2	metag_mapping	0	NA
5_12_5_-2	5	12	5	-2	salmonella	HFD	5_12_5	5_12_5_-2	metag_db	0	NA
5_12_5_-2	5	12	5	-2	salmonella	HFD	5_12_5	5_12_5_-2	metat	0	NA
5_12_5_-2	5	12	5	-2	salmonella	HFD	5_12_5	5_12_5_-2	metab	0	NA
5_13_1_-2	5	13	1	-2	salmonella	HFD	5_13_1	5_13_1_-2	16s	1	NA
5_13_1_-2	5	13	1	-2	salmonella	HFD	5_13_1	5_13_1_-2	metag_mapping	0	NA
5_13_1_-2	5	13	1	-2	salmonella	HFD	5_13_1	5_13_1_-2	metag_db	0	NA
5_13_1_-2	5	13	1	-2	salmonella	HFD	5_13_1	5_13_1_-2	metat	0	NA
5_13_1_-2	5	13	1	-2	salmonella	HFD	5_13_1	5_13_1_-2	metab	0	NA
5_13_2_-2	5	13	2	-2	salmonella	HFD	5_13_2	5_13_2_-2	16s	1	NA
5_13_2_-2	5	13	2	-2	salmonella	HFD	5_13_2	5_13_2_-2	metag_mapping	0	NA
5_13_2_-2	5	13	2	-2	salmonella	HFD	5_13_2	5_13_2_-2	metag_db	0	NA
5_13_2_-2	5	13	2	-2	salmonella	HFD	5_13_2	5_13_2_-2	metat	0	NA
5_13_2_-2	5	13	2	-2	salmonella	HFD	5_13_2	5_13_2_-2	metab	0	NA
5_13_3_-2	5	13	3	-2	salmonella	HFD	5_13_3	5_13_3_-2	16s	1	NA
5_13_3_-2	5	13	3	-2	salmonella	HFD	5_13_3	5_13_3_-2	metag_mapping	0	NA
5_13_3_-2	5	13	3	-2	salmonella	HFD	5_13_3	5_13_3_-2	metag_db	0	NA
5_13_3_-2	5	13	3	-2	salmonella	HFD	5_13_3	5_13_3_-2	metat	0	NA
5_13_3_-2	5	13	3	-2	salmonella	HFD	5_13_3	5_13_3_-2	metab	0	NA
5_13_4_-2	5	13	4	-2	salmonella	HFD	5_13_4	5_13_4_-2	16s	1	NA
5_13_4_-2	5	13	4	-2	salmonella	HFD	5_13_4	5_13_4_-2	metag_mapping	0	NA
5_13_4_-2	5	13	4	-2	salmonella	HFD	5_13_4	5_13_4_-2	metag_db	0	NA
5_13_4_-2	5	13	4	-2	salmonella	HFD	5_13_4	5_13_4_-2	metat	0	NA
5_13_4_-2	5	13	4	-2	salmonella	HFD	5_13_4	5_13_4_-2	metab	0	NA
5_13_5_-2	5	13	5	-2	salmonella	HFD	5_13_5	5_13_5_-2	16s	1	I10
5_13_5_-2	5	13	5	-2	salmonella	HFD	5_13_5	5_13_5_-2	metag_mapping	0	I10
5_13_5_-2	5	13	5	-2	salmonella	HFD	5_13_5	5_13_5_-2	metag_db	0	I10
5_13_5_-2	5	13	5	-2	salmonella	HFD	5_13_5	5_13_5_-2	metat	0	I10
5_13_5_-2	5	13	5	-2	salmonella	HFD	5_13_5	5_13_5_-2	metab	0	I10
5_14_1_-2	5	14	1	-2	salmonella	HFD	5_14_1	5_14_1_-2	16s	1	NA
5_14_1_-2	5	14	1	-2	salmonella	HFD	5_14_1	5_14_1_-2	metag_mapping	0	NA
5_14_1_-2	5	14	1	-2	salmonella	HFD	5_14_1	5_14_1_-2	metag_db	0	NA
5_14_1_-2	5	14	1	-2	salmonella	HFD	5_14_1	5_14_1_-2	metat	0	NA
5_14_1_-2	5	14	1	-2	salmonella	HFD	5_14_1	5_14_1_-2	metab	0	NA
5_14_2_-2	5	14	2	-2	salmonella	HFD	5_14_2	5_14_2_-2	16s	1	I8
5_14_2_-2	5	14	2	-2	salmonella	HFD	5_14_2	5_14_2_-2	metag_mapping	0	I8
5_14_2_-2	5	14	2	-2	salmonella	HFD	5_14_2	5_14_2_-2	metag_db	0	I8
5_14_2_-2	5	14	2	-2	salmonella	HFD	5_14_2	5_14_2_-2	metat	0	I8
5_14_2_-2	5	14	2	-2	salmonella	HFD	5_14_2	5_14_2_-2	metab	0	I8
5_14_3_-2	5	14	3	-2	salmonella	HFD	5_14_3	5_14_3_-2	16s	1	I11
5_14_3_-2	5	14	3	-2	salmonella	HFD	5_14_3	5_14_3_-2	metag_mapping	0	I11
5_14_3_-2	5	14	3	-2	salmonella	HFD	5_14_3	5_14_3_-2	metag_db	0	I11
5_14_3_-2	5	14	3	-2	salmonella	HFD	5_14_3	5_14_3_-2	metat	0	I11
5_14_3_-2	5	14	3	-2	salmonella	HFD	5_14_3	5_14_3_-2	metab	0	I11
5_14_4_-2	5	14	4	-2	salmonella	HFD	5_14_4	5_14_4_-2	16s	1	I9
5_14_4_-2	5	14	4	-2	salmonella	HFD	5_14_4	5_14_4_-2	metag_mapping	0	I9
5_14_4_-2	5	14	4	-2	salmonella	HFD	5_14_4	5_14_4_-2	metag_db	0	I9
5_14_4_-2	5	14	4	-2	salmonella	HFD	5_14_4	5_14_4_-2	metat	0	I9
5_14_4_-2	5	14	4	-2	salmonella	HFD	5_14_4	5_14_4_-2	metab	0	I9
5_14_5_-2	5	14	5	-2	salmonella	HFD	5_14_5	5_14_5_-2	16s	1	NA
5_14_5_-2	5	14	5	-2	salmonella	HFD	5_14_5	5_14_5_-2	metag_mapping	0	NA
5_14_5_-2	5	14	5	-2	salmonella	HFD	5_14_5	5_14_5_-2	metag_db	0	NA
5_14_5_-2	5	14	5	-2	salmonella	HFD	5_14_5	5_14_5_-2	metat	0	NA
5_14_5_-2	5	14	5	-2	salmonella	HFD	5_14_5	5_14_5_-2	metab	0	NA
5_3_3_-1	5	3	3	-1	salmonella	chow	5_3_3	5_3_3_-1	16s	1	NA
5_3_3_-1	5	3	3	-1	salmonella	chow	5_3_3	5_3_3_-1	metag_mapping	0	NA
5_3_3_-1	5	3	3	-1	salmonella	chow	5_3_3	5_3_3_-1	metag_db	0	NA
5_3_3_-1	5	3	3	-1	salmonella	chow	5_3_3	5_3_3_-1	metat	0	NA
5_3_3_-1	5	3	3	-1	salmonella	chow	5_3_3	5_3_3_-1	metab	0	NA
5_3_4_-1	5	3	4	-1	salmonella	chow	5_3_4	5_3_4_-1	16s	1	NA
5_3_4_-1	5	3	4	-1	salmonella	chow	5_3_4	5_3_4_-1	metag_mapping	0	NA
5_3_4_-1	5	3	4	-1	salmonella	chow	5_3_4	5_3_4_-1	metag_db	0	NA
5_3_4_-1	5	3	4	-1	salmonella	chow	5_3_4	5_3_4_-1	metat	0	NA
5_3_4_-1	5	3	4	-1	salmonella	chow	5_3_4	5_3_4_-1	metab	0	NA
5_5_4_-1	5	5	4	-1	salmonella	chow	5_5_4	5_5_4_-1	16s	1	NA
5_5_4_-1	5	5	4	-1	salmonella	chow	5_5_4	5_5_4_-1	metag_mapping	0	NA
5_5_4_-1	5	5	4	-1	salmonella	chow	5_5_4	5_5_4_-1	metag_db	0	NA
5_5_4_-1	5	5	4	-1	salmonella	chow	5_5_4	5_5_4_-1	metat	0	NA
5_5_4_-1	5	5	4	-1	salmonella	chow	5_5_4	5_5_4_-1	metab	0	NA
5_5_5_-1	5	5	5	-1	salmonella	chow	5_5_5	5_5_5_-1	16s	1	NA
5_5_5_-1	5	5	5	-1	salmonella	chow	5_5_5	5_5_5_-1	metag_mapping	0	NA
5_5_5_-1	5	5	5	-1	salmonella	chow	5_5_5	5_5_5_-1	metag_db	0	NA
5_5_5_-1	5	5	5	-1	salmonella	chow	5_5_5	5_5_5_-1	metat	0	NA
5_5_5_-1	5	5	5	-1	salmonella	chow	5_5_5	5_5_5_-1	metab	0	NA
5_7_5_-1	5	7	5	-1	salmonella	chow	5_7_5	5_7_5_-1	16s	1	NA
5_7_5_-1	5	7	5	-1	salmonella	chow	5_7_5	5_7_5_-1	metag_mapping	0	NA
5_7_5_-1	5	7	5	-1	salmonella	chow	5_7_5	5_7_5_-1	metag_db	0	NA
5_7_5_-1	5	7	5	-1	salmonella	chow	5_7_5	5_7_5_-1	metat	0	NA
5_7_5_-1	5	7	5	-1	salmonella	chow	5_7_5	5_7_5_-1	metab	0	NA
5_8_2_-1	5	8	2	-1	salmonella	chow	5_8_2	5_8_2_-1	16s	1	NA
5_8_2_-1	5	8	2	-1	salmonella	chow	5_8_2	5_8_2_-1	metag_mapping	0	NA
5_8_2_-1	5	8	2	-1	salmonella	chow	5_8_2	5_8_2_-1	metag_db	0	NA
5_8_2_-1	5	8	2	-1	salmonella	chow	5_8_2	5_8_2_-1	metat	0	NA
5_8_2_-1	5	8	2	-1	salmonella	chow	5_8_2	5_8_2_-1	metab	0	NA
5_11_1_-1	5	11	1	-1	salmonella	HFD	5_11_1	5_11_1_-1	16s	1	NA
5_11_1_-1	5	11	1	-1	salmonella	HFD	5_11_1	5_11_1_-1	metag_mapping	0	NA
5_11_1_-1	5	11	1	-1	salmonella	HFD	5_11_1	5_11_1_-1	metag_db	0	NA
5_11_1_-1	5	11	1	-1	salmonella	HFD	5_11_1	5_11_1_-1	metat	0	NA
5_11_1_-1	5	11	1	-1	salmonella	HFD	5_11_1	5_11_1_-1	metab	0	NA
5_11_2_-1	5	11	2	-1	salmonella	HFD	5_11_2	5_11_2_-1	16s	1	NA
5_11_2_-1	5	11	2	-1	salmonella	HFD	5_11_2	5_11_2_-1	metag_mapping	0	NA
5_11_2_-1	5	11	2	-1	salmonella	HFD	5_11_2	5_11_2_-1	metag_db	0	NA
5_11_2_-1	5	11	2	-1	salmonella	HFD	5_11_2	5_11_2_-1	metat	0	NA
5_11_2_-1	5	11	2	-1	salmonella	HFD	5_11_2	5_11_2_-1	metab	0	NA
5_11_3_-1	5	11	3	-1	salmonella	HFD	5_11_3	5_11_3_-1	16s	1	NA
5_11_3_-1	5	11	3	-1	salmonella	HFD	5_11_3	5_11_3_-1	metag_mapping	0	NA
5_11_3_-1	5	11	3	-1	salmonella	HFD	5_11_3	5_11_3_-1	metag_db	0	NA
5_11_3_-1	5	11	3	-1	salmonella	HFD	5_11_3	5_11_3_-1	metat	0	NA
5_11_3_-1	5	11	3	-1	salmonella	HFD	5_11_3	5_11_3_-1	metab	0	NA
5_11_4_-1	5	11	4	-1	salmonella	HFD	5_11_4	5_11_4_-1	16s	1	NA
5_11_4_-1	5	11	4	-1	salmonella	HFD	5_11_4	5_11_4_-1	metag_mapping	0	NA
5_11_4_-1	5	11	4	-1	salmonella	HFD	5_11_4	5_11_4_-1	metag_db	0	NA
5_11_4_-1	5	11	4	-1	salmonella	HFD	5_11_4	5_11_4_-1	metat	0	NA
5_11_4_-1	5	11	4	-1	salmonella	HFD	5_11_4	5_11_4_-1	metab	0	NA
5_11_5_-1	5	11	5	-1	salmonella	HFD	5_11_5	5_11_5_-1	16s	1	NA
5_11_5_-1	5	11	5	-1	salmonella	HFD	5_11_5	5_11_5_-1	metag_mapping	0	NA
5_11_5_-1	5	11	5	-1	salmonella	HFD	5_11_5	5_11_5_-1	metag_db	0	NA
5_11_5_-1	5	11	5	-1	salmonella	HFD	5_11_5	5_11_5_-1	metat	0	NA
5_11_5_-1	5	11	5	-1	salmonella	HFD	5_11_5	5_11_5_-1	metab	0	NA
5_12_1_-1	5	12	1	-1	salmonella	HFD	5_12_1	5_12_1_-1	16s	1	NA
5_12_1_-1	5	12	1	-1	salmonella	HFD	5_12_1	5_12_1_-1	metag_mapping	0	NA
5_12_1_-1	5	12	1	-1	salmonella	HFD	5_12_1	5_12_1_-1	metag_db	0	NA
5_12_1_-1	5	12	1	-1	salmonella	HFD	5_12_1	5_12_1_-1	metat	0	NA
5_12_1_-1	5	12	1	-1	salmonella	HFD	5_12_1	5_12_1_-1	metab	0	NA
5_12_2_-1	5	12	2	-1	salmonella	HFD	5_12_2	5_12_2_-1	16s	1	NA
5_12_2_-1	5	12	2	-1	salmonella	HFD	5_12_2	5_12_2_-1	metag_mapping	0	NA
5_12_2_-1	5	12	2	-1	salmonella	HFD	5_12_2	5_12_2_-1	metag_db	0	NA
5_12_2_-1	5	12	2	-1	salmonella	HFD	5_12_2	5_12_2_-1	metat	0	NA
5_12_2_-1	5	12	2	-1	salmonella	HFD	5_12_2	5_12_2_-1	metab	0	NA
5_12_3_-1	5	12	3	-1	salmonella	HFD	5_12_3	5_12_3_-1	16s	1	NA
5_12_3_-1	5	12	3	-1	salmonella	HFD	5_12_3	5_12_3_-1	metag_mapping	0	NA
5_12_3_-1	5	12	3	-1	salmonella	HFD	5_12_3	5_12_3_-1	metag_db	0	NA
5_12_3_-1	5	12	3	-1	salmonella	HFD	5_12_3	5_12_3_-1	metat	0	NA
5_12_3_-1	5	12	3	-1	salmonella	HFD	5_12_3	5_12_3_-1	metab	0	NA
5_12_4_-1	5	12	4	-1	salmonella	HFD	5_12_4	5_12_4_-1	16s	1	NA
5_12_4_-1	5	12	4	-1	salmonella	HFD	5_12_4	5_12_4_-1	metag_mapping	0	NA
